age,gender,music,artist_name,featured_artists,duration,music_id,artist_id,acousticness,danceability,energy,key,mode,speechiness,instrumentalness,liveness,valence,tempo,time_signature,explicit,user_id,main_genre,energy_loudness,dance_valence,playcount
16,F,Bank Account,21 Savage,"Birdy, Zoé",3.67,c6f645d89062397ff8d2817fce3a4894fb364378b1e9f5986e91e40dfb2e7b3c,a0b0b79c90af400d012c20ff4e5190d46ea6da7d00a9f43f50766524455a16b4,-1.0197918279611635,2.556071152358855,-1.1778311310902234,8,0,5.766640253565771,-0.48707924995885,-0.9605146406388656,-0.4952642415923127,-2.4504911378531387,4.0,True,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,hip_hop,-0.07529497454658,-1.2659306407289972,14
16,F,Little Talks,Of Monsters and Men,"Ninho, Snoop Dogg, Russ, Paramore",4.44,ddf3ed02e5b1ad346a8f441554aace2b11153590414245d8419c922277746671,669122254ed9bfcd862183da62571b3ece680da165f4fbebb80cb50e860f534e,-0.415575117678208,0.1856148491879351,-0.4555180947191568,1,1,-0.5487321711568919,-0.4871100084259482,1.228926353149957,-0.3090368336765042,-1.0376796564105988,4.0,False,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,pop,-0.083177340778252,-0.0573618252763813,119
16,F,Little Talks,Of Monsters and Men,"Ninho, Snoop Dogg, Russ, Paramore",4.44,ddf3ed02e5b1ad346a8f441554aace2b11153590414245d8419c922277746671,669122254ed9bfcd862183da62571b3ece680da165f4fbebb80cb50e860f534e,-0.415575117678208,0.1856148491879351,-0.4555180947191568,1,1,-0.5487321711568919,-0.4871100084259482,1.228926353149957,-0.3090368336765042,-1.0376796564105988,4.0,False,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,pop,-0.083177340778252,-0.0573618252763813,119
16,F,Little Talks,Of Monsters and Men,"Ninho, Snoop Dogg, Russ, Paramore",4.44,ddf3ed02e5b1ad346a8f441554aace2b11153590414245d8419c922277746671,669122254ed9bfcd862183da62571b3ece680da165f4fbebb80cb50e860f534e,-0.415575117678208,0.1856148491879351,-0.4555180947191568,1,1,-0.5487321711568919,-0.4871100084259482,1.228926353149957,-0.3090368336765042,-1.0376796564105988,4.0,False,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,pop,-0.083177340778252,-0.0573618252763813,119
16,F,Little Talks,Of Monsters and Men,"Ninho, Snoop Dogg, Russ, Paramore",4.44,ddf3ed02e5b1ad346a8f441554aace2b11153590414245d8419c922277746671,669122254ed9bfcd862183da62571b3ece680da165f4fbebb80cb50e860f534e,-0.415575117678208,0.1856148491879351,-0.4555180947191568,1,1,-0.5487321711568919,-0.4871100084259482,1.228926353149957,-0.3090368336765042,-1.0376796564105988,4.0,False,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,pop,-0.083177340778252,-0.0573618252763813,119
16,F,Little Talks,Of Monsters and Men,"Ninho, Snoop Dogg, Russ, Paramore",4.44,ddf3ed02e5b1ad346a8f441554aace2b11153590414245d8419c922277746671,669122254ed9bfcd862183da62571b3ece680da165f4fbebb80cb50e860f534e,-0.415575117678208,0.1856148491879351,-0.4555180947191568,1,1,-0.5487321711568919,-0.4871100084259482,1.228926353149957,-0.3090368336765042,-1.0376796564105988,4.0,False,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,pop,-0.083177340778252,-0.0573618252763813,119
16,F,Little Talks,Of Monsters and Men,"Ninho, Snoop Dogg, Russ, Paramore",4.44,ddf3ed02e5b1ad346a8f441554aace2b11153590414245d8419c922277746671,669122254ed9bfcd862183da62571b3ece680da165f4fbebb80cb50e860f534e,-0.415575117678208,0.1856148491879351,-0.4555180947191568,1,1,-0.5487321711568919,-0.4871100084259482,1.228926353149957,-0.3090368336765042,-1.0376796564105988,4.0,False,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,pop,-0.083177340778252,-0.0573618252763813,119
16,F,Little Talks,Of Monsters and Men,"Ninho, Snoop Dogg, Russ, Paramore",4.44,ddf3ed02e5b1ad346a8f441554aace2b11153590414245d8419c922277746671,669122254ed9bfcd862183da62571b3ece680da165f4fbebb80cb50e860f534e,-0.415575117678208,0.1856148491879351,-0.4555180947191568,1,1,-0.5487321711568919,-0.4871100084259482,1.228926353149957,-0.3090368336765042,-1.0376796564105988,4.0,False,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,pop,-0.083177340778252,-0.0573618252763813,119
16,F,Little Talks,Of Monsters and Men,"Ninho, Snoop Dogg, Russ, Paramore",4.44,ddf3ed02e5b1ad346a8f441554aace2b11153590414245d8419c922277746671,669122254ed9bfcd862183da62571b3ece680da165f4fbebb80cb50e860f534e,-0.415575117678208,0.1856148491879351,-0.4555180947191568,1,1,-0.5487321711568919,-0.4871100084259482,1.228926353149957,-0.3090368336765042,-1.0376796564105988,4.0,False,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,pop,-0.083177340778252,-0.0573618252763813,119
16,F,Little Talks,Of Monsters and Men,"Ninho, Snoop Dogg, Russ, Paramore",4.44,ddf3ed02e5b1ad346a8f441554aace2b11153590414245d8419c922277746671,669122254ed9bfcd862183da62571b3ece680da165f4fbebb80cb50e860f534e,-0.415575117678208,0.1856148491879351,-0.4555180947191568,1,1,-0.5487321711568919,-0.4871100084259482,1.228926353149957,-0.3090368336765042,-1.0376796564105988,4.0,False,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,pop,-0.083177340778252,-0.0573618252763813,119
17,M,Wherever I Go,OneRepublic,"Keith Urban, DJ Khaled, NIKI, MF DOOM",2.83,b622257372e1cf915fa63d4e7711f31e9ccb5957a7e481b3360c505ee690e8a9,8a1176f697531f10b9f2678fec4c1c85194a3165148d20031e3308d00cf54970,0.2501805633114857,0.1172982727507088,0.2429562275802574,0,1,0.5843898573692571,-0.2973502914737514,1.1028541851523228,-0.3534126439411272,-0.0409390402819064,4.0,False,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,rock,0.0884932606956391,-0.0414546927025555,12
44,M,No New Friends,DJ Khaled,"The xx, LIT killah",5.14,256aa09e2aef4431116eb8177dbca1970fb57b1831b8ead3636046f10006690a,cb25617212d96d7e96e5aadec386fc662d7252337f076cfaccebac997c3e5461,1.389419778832233,2.238979118329466,-0.8297859056440989,1,1,2.1216323296354997,-0.4871100084259482,-0.8551464063886435,-0.3744680851063827,-0.649050700464852,4.0,False,4e07408562bedb8b60ce05c1decfe3ad16b72230967de01f640b7e4729b49fce,pop,-0.2285473475413508,-0.838426223034012,8
44,M,Dreams,Campsite Dream,,3.2,9ff605e0dcea60562a8135740596059f867d3814c40b29a9467657280b7986e5,09207797345aaafddfca55ff08c4be65c0392d8411b1757d949ff1a589209c59,0.2355606669952588,-0.2727855038219007,-0.2336010191798922,0,1,0.3751349012668581,0.5419299055366892,0.0738019934567582,-0.4710278143873524,-0.0599707652526056,4.0,False,4e07408562bedb8b60ce05c1decfe3ad16b72230967de01f640b7e4729b49fce,country,0.1174518651565017,0.1284895596617826,9
18,M,Internet Friends,Knife Party,,5.02,2e0d7eaea557fcdbb68782984e70a071c2a0ed9955d1dabff683e054218733d2,87f5d119760826ff047d1a7cafd6a3548098aa9a3bf920fcf5404ee75751c9da,-1.0702434676010804,-0.1469450889404486,1.506408073377833,5,0,2.299920760697306,-0.2094536754585513,-0.1353149955634428,-1.6352779684282766,0.3378066226347169,4.0,True,4b227777d4dd1fc61c6f884f48641d02b4d121d3fd328cb08b5531fcacdabf8a,classical,2.460768427010564,0.2402960665130493,11
60,F,Go to Sleep,The Avett Brothers,,4.07,3ad589fe81b09954078002804c99d65aa383534d71415f4e2a9d4dafef753643,836fa0afdc24d6b732f64d768e51411c4c53e1a35690a35cd7ddcc1dc71cf88d,0.8002417929768879,0.0235533994234692,-0.8875189368139917,0,1,0.3825097248235142,0.5261936111407476,-0.1661692344922173,-0.6518874399450925,0.4618352593328939,4.0,False,ef2d127de37b942baad06145e54b0c619a1f22327b2ebbcfbec78f5564afe39d,rock,1.261119429002883,-0.0153541652521695,7
60,F,Roses,The Chainsmokers,"Jonas Blue, Radiohead, Pearl Jam, ABBA",3.76,5c6f53e266a7bf766d588d64267e2f94678a2aa9554b776b2762accbeabe01cf,a30a224614fe62cd178f3bc1aa1ddd27210142b1933087f375ab5caa72c266d2,-0.0724509235340574,-0.165103063317529,0.0070566048538189,1,1,0.4753496864879774,0.0533054886568033,0.2192479071023496,-0.4753066157381159,-0.1158991551146166,4.0,False,ef2d127de37b942baad06145e54b0c619a1f22327b2ebbcfbec78f5564afe39d,rock,0.0009331971861557,0.0784745782734506,28
60,F,Roses,The Chainsmokers,"Jonas Blue, Radiohead, Pearl Jam, ABBA",3.76,5c6f53e266a7bf766d588d64267e2f94678a2aa9554b776b2762accbeabe01cf,a30a224614fe62cd178f3bc1aa1ddd27210142b1933087f375ab5caa72c266d2,-0.0724509235340574,-0.165103063317529,0.0070566048538189,1,1,0.4753496864879774,0.0533054886568033,0.2192479071023496,-0.4753066157381159,-0.1158991551146166,4.0,False,ef2d127de37b942baad06145e54b0c619a1f22327b2ebbcfbec78f5564afe39d,rock,0.0009331971861557,0.0784745782734506,28
60,F,Roses,The Chainsmokers,"Jonas Blue, Radiohead, Pearl Jam, ABBA",3.76,5c6f53e266a7bf766d588d64267e2f94678a2aa9554b776b2762accbeabe01cf,a30a224614fe62cd178f3bc1aa1ddd27210142b1933087f375ab5caa72c266d2,-0.0724509235340574,-0.165103063317529,0.0070566048538189,1,1,0.4753496864879774,0.0533054886568033,0.2192479071023496,-0.4753066157381159,-0.1158991551146166,4.0,False,ef2d127de37b942baad06145e54b0c619a1f22327b2ebbcfbec78f5564afe39d,rock,0.0009331971861557,0.0784745782734506,28
