user_id,age,gender,music,artist_name,featured_artists,genre,plays,duration,music_id,id_artists,acousticness,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,time_signature,release_date,explicit,age_group,release_year
83811,16,F,Bank Account,21 Savage,"Birdy, Zoé",Dark Trap,11,3.67,2fQrGHiQOvpL9UgPvtYy6G,spotify:artist:1URnnhqYAYcrqrcwql10ft,0.0151,0.884,0.346,8,-8.228,0,0.351,7.04e-06,0.0871,0.376,75.016,4.0,2017-09-23,True,Gen Z,2017
83811,16,F,Little Talks,Of Monsters and Men,"Ninho, Snoop Dogg, Russ, Paramore",Unknown,686,4.44,2ihCaVdNZmnHZWt0fvAM7B,spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz,0.1808499999999999,0.5775,0.4975,1,-7.879,1,0.0322,0.0,0.2845,0.413,101.8905,4.0,2013-04-12,False,Gen Z,2013
13397,17,M,Wherever I Go,OneRepublic,"Keith Urban, DJ Khaled, NIKI, MF DOOM",Unknown,136,2.83,46jLy47W8rkf8rEX04gMKB,spotify:artist:5Pwc4xIPtQLFEnJriah9YJ,0.3634815,0.5686666666666667,0.644,0,-7.344833333333334,1,0.0894,0.0434322166666666,0.2731333333333333,0.4041833333333333,120.8505,4.0,2009-02-03,False,Gen Z,2009
70645,44,M,No New Friends,DJ Khaled,"The xx, LIT killah",Pop,230,5.14,5oVlbbiKGdGeZkWCFy0mqk,spotify:artist:0QHgL1lAIqAw0HtD7YldmP,0.6759999999999999,0.843,0.419,1,-7.606,1,0.1669999999999999,0.0,0.0966,0.4,109.283,4.0,2017-01-01,False,Gen X,2017
70645,44,M,Dreams,Campsite Dream,,Country,391,3.2,1SNoSoQ3JZldOhzBY9gw0n,spotify:artist:69VkQLf4DH7GJ68BCDOPKL,0.3594709392638036,0.5182288343558282,0.5440455214723926,0,-9.89463190184049,1,0.0788368098159509,0.2355267241104294,0.1803539877300613,0.3808153374233128,120.48847852760736,4.0,1974,False,Gen X,1974
10323,18,M,Internet Friends,Knife Party,,Classical,1349,5.02,5qFL2uwfnGU8FccwLMgPNQ,spotify:artist:2DuJi13MWHjRHrqRUwk8vH,0.0012599999999999,0.5345,0.909,5,-3.612,0,0.1759999999999999,0.06355,0.1615,0.1495,128.055,4.0,2012-08-01,True,Gen Z,2012
7945,60,F,Go to Sleep,The Avett Brothers,,Unknown,1,4.07,79EaEMoZZKQaU3j2cplaqu,spotify:artist:196lKsA13K3keVXMDFK66q,0.5143754545454545,0.5565454545454546,0.406890909090909,0,-12.594818181818182,1,0.0792090909090909,0.231925,0.1587181818181817,0.3448818181818182,130.41427272727273,4.0,1997-03-04,False,Baby Boomers,1997
7945,60,F,Roses,The Chainsmokers,"Jonas Blue, Radiohead, Pearl Jam, ABBA",Rock,1261,3.76,6O6M7pJLABmfBRoGZMu76Y,spotify:artist:69GGBxA162lTqCwzJG5jLp,0.2749765513043478,0.5321521739130435,0.5945217391304347,1,-8.027086956521739,1,0.083895652173913,0.123690335,0.1934673913043478,0.3799652173913043,119.42460869565218,4.0,1995,False,Baby Boomers,1995
75881,15,F,It Wasn't Me,Shaggy,Joel Corry,Hip-Hop,1,3.79,1lzr43nnXAijIGYnCT8M8H,spotify:artist:5EvFsr3kj42KNv97ZEnqij,0.401395,0.512,0.605,0,-9.1465,1,0.04345,0.23770986,0.15825,0.57225,134.67,4.0,2005-06-20,False,Gen Z,2005
75881,15,F,Isn't She Lovely,Anthem Lights,,Soul,350,1.98,54XhssVlRK4Dv6bi1EfHzG,spotify:artist:7kwEvDE8e7EBGKh5bLczqQ,0.7083636363636363,0.5278181818181819,0.2789181818181818,2,-14.286909090909091,1,0.0379181818181818,0.1774605190909091,0.1249636363636363,0.4108181818181818,114.894,4.0,1984-09-01,False,Gen Z,1984
64033,35,F,Get Up Offa That Thing,James Brown,,Dance/Electronic,1,4.17,0nyrltZrQGAJMBZc1bYvuQ,spotify:artist:7GaxyUddsPok8BuhxN6OUW,0.2796133333333333,0.8313333333333333,0.6766666666666666,0,-9.539,1,0.0836666666666666,0.1114966666666666,0.1219666666666666,0.7336666666666667,124.03566666666666,4.0,1992-12-24,False,Millenials,1992
64033,35,F,The Quiet Things That No One Ever Knows,Brand New,,Jazz,1,4.03,5bgeqWYFarzP8ujm4LrhnP,spotify:artist:168dgYui7ExaU612eooDF1,0.968,0.54,0.3289999999999999,5,-6.816,1,0.0376,0.254,0.103,0.421,159.838,4.0,2007-07-31,False,Millenials,2007
61695,28,M,Same Mistakes,One Direction,,Soul,1,3.65,46qPfZshPjoitCKdKVD6k7,spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq,0.5546666666666668,0.603,0.4686666666666667,0,-10.622000000000002,1,0.0348666666666666,0.0487522666666666,0.1465,0.4686666666666667,129.656,4.0,2010-02-02,False,Millenials,2010
61695,28,M,Free Lunch,Isaiah Rashad,,Classical,1,3.2,5FX89IUKm9QJT9ymrmyK4k,spotify:artist:6aaMZ3fcfLv4tEbmY7bjRM,0.2032928499999999,0.4775,0.77,3,-8.6585,0,0.1733,0.1241447499999999,0.1842499999999999,0.378825,100.2,4.0,2005-01-01,False,Millenials,2005
87154,57,M,Really Really,Kevin Gates,"Sfera Ebbasta, Saweetie, gnash",Christian/Gospel,772,3.87,10I3CmmwT0BkOVhduDy53o,spotify:artist:1gPhS1zisyXr5dHTYZyiMe,0.00427,0.762,0.6659999999999999,0,-6.055,1,0.0916,0.0,0.127,0.278,118.97,4.0,2016-01-29,True,Gen X,2016
87154,57,M,Upside Down,GoldFord,,Christian/Gospel,688,3.59,30KASkwK84sWmVEqs5gu09,spotify:artist:4I2QW85rkIhCRRZt1kuBqS,0.3063791297959183,0.5696734693877551,0.6172408163265306,7,-8.118897959183673,1,0.0645591836734693,0.1158463687755102,0.1565408163265306,0.4353326530612245,123.66789795918368,4.0,1993-06-07,False,Gen X,1993
32663,17,M,All My Love,Led Zeppelin,"Dido, Marco Antonio Solís, Spice Girls, Bazzi, Breaking Benjamin",Dance/Electronic,247,5.85,6lrh9jZ1xoMwoErgPSj2rY,spotify:artist:36QJpDe2go2KgaRleHCDTp,0.4336996785714285,0.5579285714285714,0.4918285714285714,0,-11.104035714285716,1,0.0600321428571428,0.1358061317857142,0.2553428571428571,0.552175,120.88682142857142,4.0,1991-02-15,False,Gen Z,1991
35775,62,M,Practice,Drake,"LANY, Wesley Safadão, Jack Johnson",Unknown,302,3.96,0jF2AdhsalO1L7KkhK4LE5,spotify:artist:3TVXtAsR1Inumwj472S9r4,0.4076366666666666,0.5431666666666667,0.4426666666666667,1,-10.949,1,0.1815,0.0029560583333333,0.31805,0.2346666666666666,86.22133333333333,4.0,2009-08-01,False,Baby Boomers,2009
35775,62,M,Crooked Teeth,Death Cab for Cutie,,Hip-Hop,992,3.4,1crbFuCkGL4kXnAGd63RXq,spotify:artist:0YrtvWJMgSdVrk3SfNjTbx,0.0358913666666666,0.4833333333333334,0.805,2,-6.374333333333333,1,0.0723333333333333,0.2943679633333333,0.2623333333333333,0.4923333333333333,121.63633333333333,4.0,2006,False,Baby Boomers,2006
35775,62,M,Livin' On A Prayer,Bon Jovi,"ZZ Top, Thirty Seconds To Mars, The Smashing Pumpkins",Hip-Hop,1,4.15,0J6mQxEZnlRt9ymzFntA6z,spotify:artist:58lV9VcRSjABbAbfWS6skp,0.4195,0.6719999999999999,0.479,0,-6.6805,0,0.03325,0.0525,0.2635,0.405,118.0285,4.0,2004,False,Baby Boomers,2004
74178,14,M,Amsterdam,Nothing But Thieves,,Unknown,371,4.54,454I78HEySdcHE8fcVabTb,spotify:artist:1kDGbuxWknIKx4FlgWxiSp,0.3988373911764706,0.5052941176470588,0.5558000000000001,0,-9.04520588235294,1,0.0878676470588235,0.0952106432352941,0.2676294117647058,0.4294735294117647,127.2279705882353,4.0,1968,False,Gen Z,1968
74178,14,M,Runaway,Mat Kearney,,Unknown,637,3.86,1LRV5Gyq5pp3CozJbXaiNS,spotify:artist:2NQEwAVHBNcI0tGMLlWwF1,0.1888624033913043,0.5494173913043479,0.6846,7,-7.558582608695652,1,0.0651617391304347,0.099660850347826,0.2046330434782608,0.4476243478260869,123.40129565217391,4.0,1980-01-01,False,Gen Z,1980
74178,14,M,Feels,Kiiara,"Mabel, Rich Brian, XXXTENTACION, Elton John",Classical,1,3.04,7urOj7zwJa2rG5eWc7Nz4W,spotify:artist:4u5smJBskI6Adzv08PuiUP,0.305325,0.527375,0.581375,9,-8.030750000000001,0,0.0914124999999999,0.223600425,0.1037749999999999,0.427875,121.795125,4.0,2016-03-22,False,Gen Z,2016
41360,18,M,Subtle Love,birthday,,Hip-Hop,1,3.68,0aWGLwv574BBD16VmSfK47,spotify:artist:75jBfFr6bLpV9TdIfg5BZq,0.97,0.522,0.162,3,-8.846,1,0.0325,2.88e-06,0.114,0.317,127.352,3.0,2015-09-04,False,Gen Z,2015
41360,18,M,The Name Of The Game,ABBA,"Tim McGraw, Tones And I, GIMS, Electric Light Orchestra, KAROL G",Hip-Hop,1481,4.86,4MD2SWeKfSBMDzrUaK22KS,spotify:artist:0LcJLqbBmaGUft1e9Mm8HV,0.1949999999999999,0.5980000000000001,0.41,1,-10.124,1,0.0504,0.304551,0.3355,0.6245,125.7575,4.0,2001-10-05,False,Gen Z,2001
41360,18,M,Lovers & Friends,Lil Jon,,Dance/Electronic,1,4.34,22iOO39QpOuEE9Igz2PxyG,spotify:artist:7sfl4Xt5KmfyDs2T3SVSMK,0.374475,0.6425000000000001,0.51,0,-7.548999999999999,0,0.0422499999999999,0.0008915499999999,0.187,0.5755,163.8585,4.0,2010-03-24,False,Gen Z,2010
57561,17,M,We Cry Out,Jeremy Camp,,Rock,514,3.93,4fYovcQclEpA0dnDmwDnkE,spotify:artist:5wpEBloInversG3zp3CVAk,0.1669999999999999,0.218,0.703,7,-9.223,1,0.0903,0.0,0.0871,0.0805,158.782,4.0,2011-06-28,False,Gen Z,2011
57561,17,M,Jumping,KARA,,Unknown,1,2.98,5CpEKfAaCStNBaQr9qyn7V,spotify:artist:7aZ221EQfonNG2lO9Hh192,0.691,0.43,0.927,9,-8.057,1,0.266,0.0124,0.268,0.361,80.465,4.0,2008-01-29,False,Gen Z,2008
